opinions/0/sentiment,opinions/0/aspect,opinions/0/target_entity,id,text,opinions/1/sentiment,opinions/1/aspect,opinions/1/target_entity,opinions/2/sentiment,opinions/2/aspect,opinions/2/target_entity,opinions/3/sentiment,opinions/3/aspect,opinions/3/target_entity,opinions/4/sentiment,opinions/4/aspect,opinions/4/target_entity,opinions/5/sentiment,opinions/5/aspect,opinions/5/target_entity,opinions/6/sentiment,opinions/6/aspect,opinions/6/target_entity,opinions/7/sentiment,opinions/7/aspect,opinions/7/target_entity,opinions/8/sentiment,opinions/8/aspect,opinions/8/target_entity,opinions/9/sentiment,opinions/9/aspect,opinions/9/target_entity
Positive,general,LOCATION1,1017,"LOCATION1 is a decent area , you can tell if the area has gangs in it or not by looking at walls in alleyways to see if there are tags on them",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1218,LOCATION1 is a good area,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,966,LOCATION1 is a good area - Redbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,832,LOCATION1 is a good commute and more affordable,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,985,LOCATION1 is a great area and generally NOT a cheap one now,Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1083,LOCATION1 is a great little spot of countryside,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,834,LOCATION1 is a large area and has just about every sort of area within it,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,882,LOCATION1 is a little closer to central London and has good rail and tube links,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION1,360,"LOCATION1 is a lovely place to live , and you can find some places to rent at very reasonable rates",Positive,live,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,708,LOCATION1 is a nice place and has good connections to Central London,Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,773,LOCATION1 is a nice place it has lots of residential areas and a shopping district,Positive,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,947,LOCATION1 is a nice quiet area but is expensive,Positive,quiet,LOCATION1,Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,1035,LOCATION1 is a notoriously rough area,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,98,LOCATION1 is a ordinary sort of suburban area about 10 miles from Central London with many commuters living in it,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,146,LOCATION1 is a place of two halves,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,1338,LOCATION1 is a posh place but LOCATION2 is nice also ,Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,105,LOCATION1 is a possibility,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,815,"LOCATION1 is a pretty dingy area , and I wouldnt live there unless I really had to",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,quiet,LOCATION1,995,LOCATION1 is a quiet backwater,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,1194,"LOCATION1 is a rather bland , non-descript place",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,611,LOCATION1 is a s  t hole stay clear unless your a drug dealer or addict I moved from there only 9 months ago and never looked back,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,safety,LOCATION1,1133,"LOCATION1 is a safe , residential and for the most part , a middle class area",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,safety,LOCATION1,707,LOCATION1 is a safe middle class area,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,633,LOCATION1 is a similar walking distance away,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,956,"LOCATION1 is a suburb of LOCATION2 really , but its terrible",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,108,"LOCATION1 is a very chilled place, much better to go out there than in LOCATION2 ",Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,521,LOCATION1 is a very modern featureless upmarket development interspersed with run down areas and is not a great place to live,Negative,live,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,106,"LOCATION1 is a very nice and safe area with hostels , it is about ten miles from the centre but the train can take you in in twenty minutes Well Jessy , it seems interesting to me that you 're willing to leave what you kept insisting is the best place in the world",Positive,general,LOCATION1,Positive,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,891,LOCATION1 is a very nice place to live - I personally would rather live there than LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,quiet,LOCATION1,474,"LOCATION1 is a very wealthy area in Central London , but regardless of that , its a residential area nontheless , so you will get quite a few quiet roads ",Positive,transit-location,LOCATION1,Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1099,LOCATION1 is also a beautiful location ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,735,LOCATION1 is also a lovely area to live,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,266,"LOCATION1 is also a nice place to live its kind of 30 something paradise with restaurants and wine bars, i think if your travelling to cental London (zone 1) then the LOCATION2 is easier, and a bit nicer journey",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,dining,LOCATION1,1182,"LOCATION1 is also a wicked night out  I could suggest Randall and Aubin, Seafood Restaurant based on LOCATION1, London",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1131,LOCATION1 is also close to the A12 and M11 and A406 if you want to get out of London quickly on the weekend,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION1,158,LOCATION1 is also very leafy ( Hampstead Heath ) Everywhere in London has excellent public transport,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,627,LOCATION1 is an armpit full of chavs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,1032,"LOCATION1 is an enormous area with all sorts of areas within it , some very luxurious and expensive ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,212,LOCATION1 is an interesting area especially near Camden Town Lock,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,271,LOCATION1 is an up and coming area  plus a lot of late night clubs appearing in that area,Positive,nightlife,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,865,"LOCATION1 is another good place to go to , it is always really busy , has a good selection of alternative shops , and everyone is always friendly there",Positive,shopping,LOCATION1,Negative,quiet,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,869,"LOCATION1 is beautiful , lots of parks n green around there",Positive,green-nature,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,126,LOCATION1 is beautiful EDIT : SS has a valid point,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,464,"LOCATION1 is beautiful but in central London and in an area surrounded by lots of embassies , so has a more international feel to it",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,358,LOCATION1 is becoming a ghetto now  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,225,LOCATION1 is better though I guess you mean the LOCATION1 area,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1326,LOCATION1 is close to LOCATION2 which is always busy and has supermarkets and everything else you would need,Positive,shopping,LOCATION2,Negative,quiet,LOCATION2,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1007,"LOCATION1 is considered one of the best areas of London, but with that salary you can afford it",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,497,"LOCATION1 is considered to be part of London, not seperate from it",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,840,LOCATION1 is cool,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,578,LOCATION1 is delightful,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,718,"LOCATION1 is directly linked to LOCATION1 by the DLR, which takes about 10 minutes",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,527,LOCATION1 is dull I am looking to move to London soon but do not really know it that well,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,897,"LOCATION1 is fashionable so it is more expensive than for instance LOCATION2  north,north west,central ,west tend to be more expensive yes",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,dining,LOCATION1,206,"LOCATION1 is fine - plenty of shops , restaurants , etc Just make sure you 're near a tube station if you do n't drive",Positive,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,216,LOCATION1 is full of Indians ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,1020,LOCATION1 is full of gangs,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,339,LOCATION1 is full of mock tudor houses and feels very olde English This person ask for places to live in London and you all mention places outside of London,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,safety,LOCATION1,356,"LOCATION1 is generally a cheap place to live in London , and its as safe as the rest of London",Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,73,"LOCATION1 is generally considered the nicest, cleanest and safest part  s",Positive,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,60,LOCATION1 is good and very close alas almost as expensive,Positive,transit-location,LOCATION1,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1193,"LOCATION1 is great , too",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION1,1498,LOCATION1 is great Tube/overground/THE COMMONS I have lived in LOCATION2 for 25 years and it's now one the most safest places to live,Positive,transit-location,LOCATION1,Positive,safety,LOCATION2,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1170,LOCATION1 is great for a day out,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION1,416,LOCATION1 is great for a lazy day in the sun w the sunday papers and a picnic ~ great views over the London,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1122,LOCATION1 is great for getting into the London ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION1,407,"LOCATION1 is huge , and it 's a really nice place to have a picnic or maybe feed the ducks in the river",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1126,LOCATION1 is in South London,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,484,"LOCATION1 is in West London, with really good transport links to the centre",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1258,LOCATION1 is in the county of Hertfordshire (pronounced 'HART-ford-sheer') just to the north/northwest of London,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,913,"LOCATION1 is incredibly ethnically diverse and no matter where you move , you 're going to find lots of people with a different ethnic background to you",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,dining,LOCATION1,547,LOCATION1 is inexpensive and has good shopping and the restaurant quarter,Positive,shopping,LOCATION1,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1071,LOCATION1 is inexpensive and has tube stations too,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,362,LOCATION1 is just a tourist hole ; avoid at all costs,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,594,"LOCATION1 is just full of tower blocks, but again, there is a lot of building, regeneration and new homes going up ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,56,LOCATION1 is just heaven ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1198,LOCATION1 is just north of Oxford Street ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,352,LOCATION1 is just so fashionable and cool :),,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,touristy,LOCATION1,163,LOCATION1 is known for its alternative scene and is a good place to visit to witness a different atmosphere of London,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1252,LOCATION1 is like that,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION2,1281,LOCATION1 is looking a bit tatty these days as is LOCATION2,Negative,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,259,"LOCATION1 is lovely , very cultured and artistic it 's down side ( which is also its best point ) is that it 's not near a tube station and you have to get a bus to the nearest ( LOCATION1 ) but this is also its advantage as it gets you away from the grot that usually surrounds a rube station",Negative,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,277,LOCATION1 is marked # 1 .,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,618,LOCATION1 is marvellous,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1160,LOCATION1 is meant to be fairly affordable and has good areas,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1256,"LOCATION1 is more affordable , but close to the center Dude , it 's London - NOWHERE is truly safe",Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,959,LOCATION1 is more better,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,359,LOCATION1 is more leafy and near LOCATION2 - quite nice ,Positive,transit-location,LOCATION1,Positive,green-nature,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,836,LOCATION1 is my favourite as it is kind of arty,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1204,LOCATION1 is n't London,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,398,LOCATION1 is n't bad,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,103,LOCATION1 is n't great,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,281,"LOCATION1 is n't the best place to live , I use to work there LOCATION1 is not a very good place ",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,227,"LOCATION1 is n't the name of an area , it 's just a word to describe residential areas that used to be docks",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,409,LOCATION1 is nearer London and cheaper though not as nice,Positive,transit-location,LOCATION1,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,198,LOCATION1 is nice,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,745,"LOCATION1 is nice , but it 's not cheap",Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,661,LOCATION1 is nice and not too far from your uni,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,427,LOCATION1 is nice but you might find property a bit more expensive,Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,572,LOCATION1 is nice but youd need to look around for a decent priced place to live Wherever they can afford to,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,dining,LOCATION1,1086,LOCATION1 is nice good nightlife lots and lots of restaurants of all kinds bars etc anyway i hope this helps look on google earth for LOCATION1 etc good luck,Positive,nightlife,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,299,LOCATION1 is nice too ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,660,"LOCATION1 is nice too, but poorly serviced by public transport",Negative,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,670,"LOCATION1 is nicer , I think , despite it 's reputation",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,1223,LOCATION1 is no longer cheap as anywhere near a tube station in London is expensive as commuters want to be near them,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,transit-location,LOCATION1,50,"LOCATION1 is not a `` London '' in itself , it is simply a town within the north-east surburbs of London ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,1273,"LOCATION1 is not a good area , LOCATION2 in general can be quite rough",Negative,safety,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,139,LOCATION1 is not far,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,690,LOCATION1 is not far from LOCATION1 and is a much safer and more attractive area,Positive,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,923,"LOCATION1 is not in London, it is in Hertfordshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1043,LOCATION1 is not in or near LOCATION2  Whichever of London's airports gives you the lowest air fare,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,512,"LOCATION1 is not pretty, but you can't move there if you are not an EU citizen",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,109,"LOCATION1 is not the best shopping street in London, but there are good transport links to the rest of London",Negative,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1433,LOCATION1 is not the cheapest place to live but not too far to LOCATION2 which is much cheaper for accomodation,Negative,price,LOCATION1,Positive,price,LOCATION2,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,1214,"LOCATION1 is not very nice, with regards to the people, appearance, safety, and has poor connections",Negative,safety,LOCATION1,Negative,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,255,LOCATION1 is nothing special but like all of London it is expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,770,LOCATION1 is now a thriving area and lots of money has been spent n regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,477,LOCATION1 is now full of asians and chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,1389,"LOCATION1 is ok a little built up now , but very expensive LOCATION2 is brilliant",Positive,general,LOCATION1,Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1173,LOCATION1 is ok but aint that expensive well I dunno if your rich or not,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,577,"LOCATION1 is on the London Underground, Piccadilly Line/Metropolitan Line",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,148,"LOCATION1 is on the up, with Westfield and the Olympic Park new to the area it has seen regeneration",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,503,LOCATION1 is one,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,386,LOCATION1 is one I live in LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,95,LOCATION1 is one I've been toying with the idea recently of moving to London,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,448,"LOCATION1 is one of the cheaper areas as far as housing is concerned , It is a deprived area and high iLOCATION1",Positive,price,LOCATION1,Negative,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION1,197,"LOCATION1 is one of the most exciting areas in London and we expect you will spend quite a bit of time exploring its attractions (and perhaps, shopping)",Positive,touristy,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,903,"LOCATION1 is one of the nicer areas and has good access by the underground into central London , it 's mostly occupied by commuters so it 's even more expensive",Positive,transit-location,LOCATION1,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,111,LOCATION1 is one of the nicest London Boroughs,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,61,LOCATION1 is one of those places to find real Londoners,,,,,,,,,,,,,,,,,,,,,,,,,,,
