OriginalText,Location1,Aspect1,Sentiment1,Location2,Aspect2,Sentiment2,MaskedText,LocationsInText
Somebody else on here was mentioning the boroughs of North Yorkshire and Cornwall as being cheap affordable and safe and I agree with that,Cornwall,safety,1,North Yorkshire,price,1,"Somebody else on here was mentioning the boroughs of LOCATION1 and LOCATION2 as being cheap, affordable and safe, and I agree with that","[('North Yorkshire', 'GPE'), ('Cornwall', 'GPE')]"
South is popular Greater Manchester down to Greater Manchester  good transport links with Brighton and the south coast at the other end,Greater Manchester,transit-location,1,Greater Manchester,general,1,South is popular LOCATION1 down to LOCATION2 - good transport links with Brighton and the south coast at the other end,"[('Greater Manchester', 'GPE'), ('Greater Manchester', 'GPE'), ('Brighton', 'GPE')]"
Stay away from North Yorkshire its where everyone gets stabbed WHATEVER YOU DO DONT GO TO Northamptonshire AT NIGHT,North Yorkshire,safety,0,Northamptonshire,general,0,Stay away from LOCATION1  it's where everyone gets stabbed  WHATEVER YOU DO DON'T GO TO LOCATION2 AT NIGHT,"[('North Yorkshire', 'GPE'), ('Northamptonshire', 'GPE')]"
Stay away from Derbyshire and the housing estates which are the poorer rundown areas,Derbyshire,general,0,,,0,Stay away from LOCATION1 and the housing estates which are the poorer run-down areas,"[('Derbyshire', 'GPE')]"
Take a rivercruise to Cambridgeshire nice market bars and GMT,Cambridgeshire,nightlife,1,Cambridgeshire,shopping,1,"Take a rivercruise to LOCATION1, nice market, bars, and GMT","[('Cambridgeshire', 'GPE')]"
Take the Tavistock Square bus and go to Norfolk  plenty cheap there,Norfolk,price,1,,,0,Take the Tavistock Square bus and go to LOCATION1 - plenty cheap there,[]
Thanks in advance for any advice Merseyside and Cheshire are both very safe leafy London boroughs with a wide range of good restaurants bars and clubs as well as excellent transport links to the centre we do not say downtown here,Cheshire,dining,1,Cheshire,green-nature,1,"Thanks in advance for any advice  LOCATION2 and LOCATION1 are both very safe, leafy London boroughs with a wide range of good restaurants, bars and clubs as well as excellent transport links to the centre (we don't say 'downtown' here)","[('Merseyside', 'GPE'), ('Cheshire', 'GPE')]"
The South Yorkshire area is a bit rough,South Yorkshire,safety,0,,,0,The LOCATION1 area is a bit rough,"[('South Yorkshire', 'GPE')]"
The above answerer is right the other side of East Riding of Yorkshire is much worse but East Riding of Yorkshire Park is not amazing,East Riding of Yorkshire,general,0,,,0,"The above answerer is right, the other side of LOCATION1 is much worse, but LOCATION1 Park is not amazing","[('East Riding of Yorkshire', 'GPE'), ('East Riding of Yorkshire', 'GPE')]"
The area around Lincolnshire is OK sort of bohemian middleclass area with some nice houses and interesting stores and restaurants,Lincolnshire,general,1,Lincolnshire,dining,1,"The area around LOCATION1 is OK sort of bohemian, middle-class area with some nice houses and interesting stores and restaurants","[('Lincolnshire', 'GPE')]"
The area around Norfolk is very nice with pubs cafes and shops nearby Victoria Park Road is said to be the longest one way thoroughfare in London,Norfolk,general,1,Norfolk,shopping,1,"The area around LOCATION1 is very nice with pubs, cafes and shops nearby Victoria Park Road is said to be the longest one way thoroughfare in London","[('Norfolk', 'GPE'), ('London', 'GPE')]"
The area around West Midlands is worth a look now  it used to be hell on earth until very recently,West Midlands,general,1,,,0,The area around LOCATION1 is worth a look now ( it used to be hell on earth until very recently),"[('West Midlands', 'GPE')]"
The best clubs in London are definitely in Herefordshire dont be put off by the fact Amy Winehouse lives there,Herefordshire,nightlife,1,,,0,The best clubs in London are definitely in LOCATION1 (don't be put off by the fact Amy Winehouse lives there),"[('London', 'GPE'), ('Herefordshire', 'GPE')]"
The best place for gaylesbian bars are either around Oxford Street in Somerset or down in Kent in South London,Kent,nightlife,1,Somerset,nightlife,1,The best place for gay/lesbian bars are either around Oxford Street in LOCATION1 or down in LOCATION2 in South London,"[('Oxford', 'GPE'), ('Somerset', 'GPE'), ('South London', 'GPE')]"
The best place you can live is Staffordshire and Cumbria in Surrey,Cumbria,live,1,Staffordshire,live,1,The best place you can live is LOCATION2 and LOCATION1 in Surrey,"[('Staffordshire', 'GPE'), ('Surrey', 'GPE')]"
The best places would be Staffordshire Surrey,Surrey,general,1,Staffordshire,general,1,"The best places would be LOCATION2, LOCATION1","[('Staffordshire', 'GPE'), ('Surrey', 'GPE')]"
The borough of Derbyshire includes both the place where Tony Blairs family lives and Derbyshire possibly the worst place in the world EVER,Derbyshire,general,0,,,0,"The borough of LOCATION1 includes both the place where Tony Blair's family lives, and LOCATION1 (possibly the worst place in the world EVER)","[('Derbyshire', 'GPE'), ('Derbyshire', 'GPE')]"
The dangerous places i know are Berkshire Staffordshire Full of knife crime,Staffordshire,safety,0,Berkshire,safety,0,The dangerous places i know are: LOCATION1 LOCATION2 Full of knife crime,"[('Berkshire', 'GPE')]"
The location is great though because you can get to virtually anywhere in London from Greater Manchester or by bus,Greater Manchester,transit-location,1,,,0,"The location is great though, because you can get to virtually anywhere in London from LOCATION1 or by bus","[('London', 'GPE'), ('Greater Manchester', 'GPE')]"
The main Isle of Wight Road is safeish because it is busy,Isle of Wight,safety,1,,,0,The main LOCATION1 Road is safeish because it is busy,"[('Isle of Wight', 'GPE')]"
The main one to avoid is Essex,Essex,general,0,,,0,The main one to avoid is LOCATION1,"[('Essex', 'GPE')]"
The majority of wealthy families lived around Hertfordshire and In general the West Sussex was where the poorer lived,West Sussex,price,1,Hertfordshire,price,0,The majority of wealthy families lived around LOCATION2 and In general the LOCATION1 was where the poorer lived,"[('Hertfordshire', 'GPE'), ('West Sussex', 'GPE')]"
The more expensive places are Leicestershire and Merseyside,Merseyside,price,0,Leicestershire,price,0,The more expensive places are LOCATION2 and LOCATION1,"[('Leicestershire', 'GPE'), ('Merseyside', 'GPE')]"
The nicer streets in Bristol SE5 are not that expensive especially the bit near Bristol station,Bristol,price,1,,,0,The nicer streets in LOCATION1 (SE5) aren't that expensive especially the bit near LOCATION1 station,"[('Bristol', 'GPE'), ('Bristol', 'GPE')]"
The only credible one would be East Sussex Thats the largest woodland in the London area,East Sussex,green-nature,1,,,0,The only credible one would be LOCATION1  That's the largest woodland in the London area,"[('East Sussex', 'GPE')]"
The only negative thing about living in Cheshire that I can think of is that it is very expensive,Cheshire,price,0,,,0,The only negative thing about living in LOCATION1 that I can think of is that it is very expensive,"[('Cheshire', 'GPE')]"
The reputation as London  is red light district is oldfashioned and no longer deserved  and Derbyshire is very cosmopolitian and trendy with a high gay population,Derbyshire,general,1,Derbyshire,multicultural,1,"The reputation as London 's red light district is old-fashioned and no longer deserved , and LOCATION1 is very cosmopolitian and trendy with a high gay population","[('London', 'GPE'), ('Derbyshire', 'GPE')]"
The safest boroughs across all crime categories are Bedfordshire and Dorset,Dorset,safety,1,Bedfordshire,safety,1,The safest boroughs across all crime categories are LOCATION2 and LOCATION1,"[('Bedfordshire', 'GPE'), ('Dorset', 'GPE')]"
The towns of Gloucestershire and Warwickshire are also both lovely towns,Warwickshire,general,1,Gloucestershire,general,1,The towns of LOCATION2 and LOCATION1 are also both lovely towns,"[('Gloucestershire', 'GPE'), ('Warwickshire', 'GPE')]"
The underground and busy market places such as Derbyshire can have its share of pickpockets and muggers just like anywhere else has,Derbyshire,safety,0,,,0,"The underground and busy market places such as LOCATION1, can have its share of pick-pockets and muggers just like anywhere else has","[('Derbyshire', 'GPE')]"
The very centre of London places like Cheshire are very well off and there are lower levels of crime,Cheshire,transit-location,1,Cheshire,safety,0,The very centre of London (places like LOCATION1) are very well off and there are lower levels of crime,"[('London', 'GPE'), ('Cheshire', 'GPE')]"
There are 27000 Portuguese people living in Cornwall,Cornwall,multicultural,1,,,0,"There are 27,000 Portuguese people living in LOCATION1","[('Cornwall', 'GPE')]"
There are VERY nice parts in North Yorkshire too,North Yorkshire,general,1,,,0,There are VERY nice parts in LOCATION1 too,"[('North Yorkshire', 'GPE')]"
There are many areas of Greater London with quite large Indian populations and you may find that you money goes further there,Greater London,price,1,Greater London,multicultural,1,"There are many areas of LOCATION1 with quite large Indian populations, and you may find that you money goes further there","[('Greater London', 'GPE')]"
There are many nice places in south and Kent in particular,Kent,general,1,,,0,There are many nice places in south and LOCATION1 in particular,[]
There are some great places to live near CambridgeshireCambridgeshire but without the higher property prices,Cambridgeshire,live,1,Cambridgeshire,price,1,There are some great places to live near  LOCATION1LOCATION1 but without the higher property prices,"[('CambridgeshireCambridgeshire', 'GPE')]"
There are three separate lines of the underground network that go though Bedfordshire station so its quite well connected,Bedfordshire,transit-location,1,,,0,"There are three separate lines of the underground network that go though LOCATION1 station, so it's quite well connected","[('Bedfordshire', 'GPE')]"
There are not villages in London unless you mean Shropshire Village which is not Central London,Shropshire,transit-location,0,,,0,There aren't villages in London unless you mean LOCATION1 Village which is not Central London,"[('Shropshire Village', 'GPE'), ('Central London', 'GPE')]"
There is a 24 hour bus the 176 which goes to Oxford St There are other buses which go to Gloucestershire,Gloucestershire,transit-location,1,,,0,"There is a 24 hour bus, the 176, which goes to Oxford St  There are other buses which go to LOCATION1","[('Gloucestershire', 'GPE')]"
There is a large Ghanian community who live and work in the Rutland area,Rutland,multicultural,1,,,0,There is a large Ghanian community who live and work in the LOCATION1 area,"[('Ghanian', 'GPE'), ('Rutland', 'GPE')]"
There is a thriving Irish community in and around Cambridgeshire Cambridgeshire,Cambridgeshire,multicultural,1,,,0,"There is a thriving Irish community in and around LOCATION1, LOCATION1","[('Cambridgeshire', 'GPE'), ('Cambridgeshire', 'GPE')]"
Theres a Leisure park in Wiltshire nearby  it has a bowling alley a big swimming pool a cinema and restaurants,Wiltshire,dining,1,,,0,"There's a Leisure park in LOCATION1 nearby - it has a bowling alley, a big swimming pool, a cinema and restaurants","[('Wiltshire', 'GPE')]"
Theres a lot of drug dens prostitution and crime in Gloucestershire  so yep great,Gloucestershire,safety,0,,,0,"There's a lot of drug dens, prostitution and crime in LOCATION1 - so yep, great","[('Gloucestershire', 'GPE')]"
Theres a pub right outside Suffolk station called the Swan that was always a really good time ,Suffolk,nightlife,1,,,0,There's a pub right outside LOCATION1 station called the Swan that was always a really good time -,[]
Therefore probably avoid places like Merseyside and Essex,Essex,general,0,Merseyside,general,0,Therefore probably avoid places like LOCATION1 and LOCATION2,"[('Merseyside', 'GPE'), ('Essex', 'GPE')]"
Theres a great shop in Durham tesco believe it or not,Durham,shopping,1,,,0,"Theres a great shop in LOCATION1  tesco, believe it or not","[('Durham', 'GPE')]"
These are some of the wealthiest areas of London and many of them like Oxfordshire are primarily residential,Oxfordshire,price,0,,,0,"These are some of the wealthiest areas of London, and many of them, like LOCATION1, are primarily residential","[('London', 'GPE'), ('Oxfordshire', 'GPE')]"
These days who could afford to live in Herefordshire except the celebrities and the riches,Herefordshire,price,0,,,0,"These days, who could afford to live in LOCATION1 except the celebrities and the riches","[('Herefordshire', 'GPE')]"
They have a housing system for their schools so I do not know if it includes pricey areas like Oxfordshire and Hampshire,Hampshire,price,0,Oxfordshire,price,0,They have a housing system for their schools  so I don't know if it includes pricey areas like LOCATION1 and LOCATION2,"[('Oxfordshire', 'GPE'), ('Hampshire', 'GPE')]"
